# record_index frame mag_hex mag_dec
66640 25 0x001DF629 1963561
66641 25 0x001EB4C4 2012356
66642 25 0x00064F0A 413450
66643 25 0x001DF4A9 1963177
66644 25 0x00AFB508 11515144
66645 25 0x0098A3C4 10003396
66646 25 0x001DC3D5 1950677
66647 25 0x0068D451 6870097
66648 25 0x001E441A 1983514
66649 25 0x00666B08 6712072
66650 25 0x004E89E4 5147108
66651 25 0x004FACF9 5221625
66652 25 0x001E2A95 1976981
66653 25 0x001EDC50 2022480
66654 25 0x000613B5 398261
66655 25 0x00673EAD 6766253
66656 25 0x00062C89 404617
66657 25 0x004F7B7D 5208957
66658 25 0x0066D721 6739745
66659 25 0x01110D25 17894693
66660 25 0x0097EB09 9956105
66661 25 0x0098FCC9 10026185
66662 25 0x001DBB41 1948481
66663 25 0x00E17764 14776164
66664 25 0x001E748A 1995914
66665 25 0x00B0AB84 11578244
66666 25 0x0037AA7D 3648125
66667 25 0x004F3672 5191282
66668 25 0x001EA5DD 2008541
66669 25 0x00B097D0 11573200
66670 25 0x001DD2D9 1954521
66671 25 0x00371591 3610001
66672 25 0x00664999 6703513
66673 25 0x001E746D 1995885
66674 25 0x001EC37D 2016125
66675 25 0x00E005BA 14681530
66676 25 0x0005FAC5 391877
66677 25 0x001E47F9 1984505
66678 25 0x001E6585 1992069
66679 25 0x004E850D 5145869
66680 25 0x004F2CAD 5188781
66681 25 0x0067F151 6811985
66682 25 0x001DBED1 1949393
66683 25 0x00688F8A 6852490
66684 25 0x018831E8 25702888
66685 25 0x001EC895 2017429
66686 25 0x0036F7F4 3602420
66687 25 0x001D931D 1938205
66688 25 0x004FB1ED 5222893
66689 25 0x001E5712 1988370
66690 25 0x004ECEC8 5164744
66691 25 0x001F0E14 2035220
66692 25 0x00974125 9912613
66693 25 0x00983BC9 9976777
66694 25 0x004F8F65 5214053
66695 25 0x00375101 3625217
66696 25 0x001E9BE1 2005985
66697 25 0x00E0997A 14719354
66698 25 0x00061DAA 400810
66699 25 0x00061451 398417
66700 25 0x0005B750 374608
66701 25 0x00068BE2 429026
66702 25 0x0037AA68 3648104
66703 25 0x018DFE4A 26082890
66704 25 0x001EC8DD 2017501
66705 25 0x00062DC9 404937
66706 25 0x0006BBD0 441296
66707 25 0x00061E31 400945
66708 25 0x00508792 5277586
66709 25 0x00F9540A 16339978
66710 25 0x00064E04 413188
66711 25 0x00069B95 433045
66712 25 0x00954C41 9784385
66713 25 0x0067C4E4 6800612
66714 25 0x004E5DB2 5135794
66715 25 0x00F999F2 16357874
66716 25 0x004EFB51 5176145
66717 25 0x001EB11A 2011418
66718 25 0x0066CD55 6737237
66719 25 0x003646C4 3557060
66720 25 0x001E56BA 1988282
66721 25 0x006688C9 6719689
66722 25 0x0005F100 389376
66723 25 0x001E79F4 1997300
66724 25 0x00B05319 11555609
66725 25 0x004EC022 5160994
66726 25 0x0067975A 6788954
66727 25 0x00064541 410945
66728 25 0x001E98B4 2005172
66729 25 0x00675C1A 6773786
66730 25 0x001DB514 1946900
66731 25 0x00F87634 16283188
66732 25 0x00675265 6771301
66733 25 0x001E3EC5 1982149
66734 25 0x001E1229 1970729
66735 25 0x001E6F88 1994632
66736 25 0x001E4844 1984580
66737 25 0x0098A899 10004633
66738 25 0x004F768D 5207693
66739 25 0x001FA504 2073860
66740 25 0x000628D2 403666
66741 25 0x004DD46A 5100650
66742 25 0x00678D72 6786418
66743 25 0x00678DCA 6786506
66744 25 0x0066A724 6727460
66745 25 0x001DC011 1949713
66746 25 0x001DF5D2 1963474
66747 25 0x0067CDAD 6802861
66748 25 0x00979702 9934594
66749 25 0x003530DA 3485914
66750 25 0x00067C91 425105
66751 25 0x00656EE5 6647525
66752 25 0x00B1A9DA 11643354
66753 25 0x00503390 5256080
66754 25 0x00DFFC52 14679122
66755 25 0x0036CEF5 3591925
66756 25 0x001F9F82 2072450
66757 25 0x004E0F4D 5115725
66758 25 0x001E9751 2004817
66759 25 0x00384010 3686416
66760 25 0x009731C2 9908674
66761 25 0x0065B220 6664736
66762 25 0x001E8D04 2002180
66763 25 0x00999FFD 10067965
66764 25 0x001D152D 1905965
66765 25 0x00063605 407045
66766 25 0x0036555A 3560794
66767 25 0x001DFE52 1965650
66768 25 0x00E1C192 14795154
66769 25 0x009767DD 9922525
66770 25 0x0066A219 6726169
66771 25 0x000668B9 420025
66772 25 0x004ED3BD 5166013
66773 25 0x001DE6C9 1959625
66774 25 0x001E25B1 1975729
66775 25 0x001E6F71 1994609
66776 25 0x00B0617D 11559293
66777 25 0x00062759 403289
66778 25 0x0097C66A 9946730
66779 25 0x00FA7355 16413525
66780 25 0x00AED98A 11458954
66781 25 0x0005DDB4 384436
66782 25 0x0098ADE9 10005993
66783 25 0x004E29D0 5122512
66784 25 0x004F27A0 5187488
66785 25 0x00677EC4 6782660
66786 25 0x00066362 418658
66787 25 0x001ED264 2019940
66788 25 0x0067BB2D 6798125
66789 25 0x00371590 3610000
66790 25 0x00979910 9935120
66791 25 0x0066FEA1 6749857
66792 25 0x0111EB88 17951624
66793 25 0x001ED288 2019976
66794 25 0x004FAD02 5221634
66795 25 0x001ED261 2019937
66796 25 0x0098459A 9979290
66797 25 0x001EAAC8 2009800
66798 25 0x0036E9F2 3598834
66799 25 0x0005FB04 391940
66800 25 0x004E8A65 5147237
66801 25 0x004F055D 5178717
66802 25 0x0097941A 9933850
66803 25 0x004F3655 5191253
66804 25 0x004EF1A5 5173669
66805 25 0x00061871 399473
66806 25 0x00E1E902 14805250
66807 25 0x001E3559 1979737
66808 25 0x001E60A9 1990825
66809 25 0x006779BA 6781370
66810 25 0x00062722 403234
66811 25 0x004F053A 5178682
66812 25 0x00E09E64 14720612
66813 25 0x001DEFC4 1961924
66814 25 0x0005D3FD 381949
66815 25 0x00AF8A79 11504249
66816 25 0x0066E6CA 6743754
66817 25 0x0050290D 5253389
66818 25 0x0005AD85 372101
66819 25 0x0066E699 6743705
66820 25 0x00B0A6AA 11577002
66821 25 0x004FAEE5 5222117
66822 25 0x001DA250 1942096
66823 25 0x001DEBD9 1960921
66824 25 0x001E174D 1972045
66825 25 0x000605B1 394673
66826 25 0x004EA2F5 5153525
66827 25 0x004F9EAD 5217965
66828 25 0x00064A35 412213
66829 25 0x001E3E35 1982005
66830 25 0x001E9BDA 2005978
66831 25 0x001F2248 2040392
66832 25 0x012928AD 19474605
66833 25 0x0067B010 6795280
66834 25 0x001F2268 2040424
66835 25 0x001F3C12 2046994
66836 25 0x006643E5 6702053
66837 25 0x00367301 3568385
66838 25 0x004E405A 5128282
66839 25 0x001E4D7D 1985917
66840 25 0x0097A388 9937800
66841 25 0x001EFF29 2031401
66842 25 0x00060494 394388
66843 25 0x0098B262 10007138
66844 25 0x004F4584 5195140
66845 25 0x0006361D 407069
66846 25 0x00687AED 6847213
66847 25 0x001DD401 1954817
66848 25 0x0037070A 3606282
66849 25 0x00F86BA0 16280480
66850 25 0x001EAB04 2009860
66851 25 0x00367325 3568421
66852 25 0x001EC37D 2016125
66853 25 0x00062759 403289
66854 25 0x004E1E41 5119553
66855 25 0x00993EA5 10043045
66856 25 0x00989615 9999893
66857 25 0x004D7790 5076880
66858 25 0x0098F2FD 10023677
66859 25 0x004EC515 5162261
66860 25 0x0095B351 9810769
66861 25 0x00985A09 9984521
66862 25 0x004F1DB9 5184953
66863 25 0x001E1405 1971205
66864 25 0x001EC382 2016130
66865 25 0x00679CD9 6790361
66866 25 0x0067932D 6787885
66867 25 0x00366424 3564580
66868 25 0x004E679A 5138330
66869 25 0x001EE1E5 2023909
66870 25 0x001E2611 1975825
66871 25 0x00366404 3564548
66872 25 0x0066DC5A 6741082
66873 25 0x00378D20 3640608
66874 25 0x0005DDE1 384481
66875 25 0x004ECF19 5164825
66876 25 0x004F5422 5198882
66877 25 0x00E13C39 14761017
66878 25 0x00673EAD 6766253
66879 25 0x0067D810 6805520
66880 25 0x00B17150 11628880
66881 25 0x0097806A 9928810
66882 25 0x001DF974 1964404
66883 25 0x0005F645 390725
66884 25 0x001EF5E1 2029025
66885 25 0x001E4934 1984820
66886 25 0x0037ABCD 3648461
66887 25 0x001E7452 1995858
66888 25 0x00975901 9918721
66889 25 0x0006283A 403514
66890 25 0x0005A419 369689
66891 25 0x009767E8 9922536
66892 25 0x004FADB9 5221817
66893 25 0x001EBA52 2013778
66894 25 0x004EA784 5154692
66895 25 0x00395088 3756168
66896 25 0x001E4CE2 1985762
66897 25 0x004F0EF2 5181170
66898 25 0x00360E48 3542600
66899 25 0x00980A6A 9964138
66900 25 0x0006727D 422525
66901 25 0x00F8DDBA 16309690
66902 25 0x004FFD8A 5242250
66903 25 0x001EB4B5 2012341
66904 25 0x00982CE5 9972965
66905 25 0x001E8D64 2002276
66906 25 0x0067AB19 6794009
66907 25 0x001E4349 1983305
66908 25 0x00B0617D 11559293
66909 25 0x0006271D 403229
66910 25 0x001E081A 1968154
66911 25 0x0036ADF2 3583474
66912 25 0x0067089D 6752413
66913 25 0x00F8CE84 16305796
66914 25 0x00062DC9 404937
66915 25 0x00061D55 400725
66916 25 0x003742CA 3621578
66917 25 0x00AFEBBD 11529149
66918 25 0x003724E2 3613922
66919 25 0x0036BD34 3587380
66920 25 0x001E6F94 1994644
66921 25 0x00367351 3568465
66922 25 0x0189714A 25784650
66923 25 0x00067C91 425105
66924 25 0x004F3B74 5192564
66925 25 0x001E21F1 1974769
66926 25 0x009828CA 9971914
66927 25 0x001DCFC2 1953730
66928 25 0x00682711 6825745
66929 25 0x004FC0CD 5226701
66930 25 0x001E4309 1983241
66931 25 0x001ECD7A 2018682
66932 25 0x004F0A14 5179924
66933 25 0x001E2AAD 1977005
66934 25 0x00363859 3553369
66935 25 0x0005FFAA 393130
66936 25 0x001DD7D2 1955794
66937 25 0x001EEB6D 2026349
66938 25 0x0067C400 6800384
66939 25 0x00361B1D 3545885
66940 25 0x00AFE15A 11526490
66941 25 0x004E9DED 5152237
66942 25 0x004F2301 5186305
66943 25 0x001E4CEA 1985770
66944 25 0x00984592 9979282
66945 25 0x004EE2B1 5169841
66946 25 0x0066C590 6735248
66947 25 0x00378CA9 3640489
66948 25 0x00973694 9909908
66949 25 0x0066BEF9 6733561
66950 25 0x001ECDC2 2018754
66951 25 0x00680984 6818180
66952 25 0x00063C91 408721
66953 25 0x00064009 409609
66954 25 0x014300D2 21168338
66955 25 0x004E8F6A 5148522
66956 25 0x00FA9F25 16424741
66957 25 0x009A34C9 10106057
66958 25 0x001E7945 1997125
66959 25 0x001F4FE9 2052073
66960 25 0x001F7759 2062169
66961 25 0x00361A62 3545698
66962 25 0x0005E795 386965
66963 25 0x00373354 3617620
66964 25 0x001E3908 1980680
66965 25 0x004EC19A 5161370
66966 25 0x00062255 402005
66967 25 0x00AECF1A 11456282
66968 25 0x00371594 3610004
66969 25 0x004EDDD1 5168593
66970 25 0x001DFE52 1965650
66971 25 0x003706DD 3606237
66972 25 0x003716B1 3610289
66973 25 0x0036AE82 3583618
66974 25 0x0068CFA5 6868901
66975 25 0x0036CC1A 3591194
66976 25 0x004F86C5 5211845
66977 25 0x005028F4 5253364
66978 25 0x001E1BD5 1973205
66979 25 0x00651481 6624385
66980 25 0x00377FE9 3637225
66981 25 0x00E02341 14689089
66982 25 0x00677F05 6782725
66983 25 0x001E398A 1980810
66984 25 0x000677AA 423850
66985 25 0x00355BF5 3496949
66986 25 0x0051E55A 5367130
66987 25 0x00674FE4 6770660
66988 25 0x00066D59 421209
66989 25 0x00B32664 11740772
66990 25 0x002040F4 2113780
66991 25 0x00057628 357928
66992 25 0x003672DA 3568346
66993 25 0x00057244 356932
66994 25 0x0051549D 5330077
66995 25 0x0066C86A 6735978
66996 25 0x0066B368 6730600
66997 25 0x004F4974 5196148
66998 25 0x004C1861 4986977
66999 25 0x00B7C78A 12044170
67000 25 0x0097504A 9916490
67001 25 0x0034DC1D 3464221
67002 25 0x0005C3C1 377793
67003 25 0x00FBF3B1 16511921
67004 25 0x000673F4 422900
67005 25 0x001E2A74 1976948
67006 25 0x00059150 364880
67007 25 0x00380461 3671137
67008 25 0x001CD1F2 1888754
67009 25 0x006905F5 6882805
67010 25 0x001E75C2 1996226
67011 25 0x0036A810 3581968
67012 25 0x0115CE22 18206242
67013 25 0x001C8B2A 1870634
67014 25 0x006643E5 6702053
67015 25 0x00B42D6A 11808106
67016 25 0x00056428 353320
67017 25 0x001F6352 2057042
67018 25 0x0005D2D2 381650
67019 25 0x00508BBD 5278653
67020 25 0x00E14132 14762290
67021 25 0x001D017D 1900925
67022 25 0x0098DC6D 10017901
67023 25 0x001F4CB9 2051257
67024 25 0x000582F5 361205
67025 25 0x001F680D 2058253
67026 25 0x004D5084 5066884
67027 25 0x0037F99D 3668381
67028 25 0x0037AB45 3648325
67029 25 0x001E20A8 1974440
67030 25 0x0005B789 374665
67031 25 0x001E2281 1974913
67032 25 0x001E5091 1986705
67033 25 0x001FE485 2090117
67034 25 0x018BB8C1 25934017
67035 25 0x0036E229 3596841
67036 25 0x001DCD6A 1953130
67037 25 0x00682342 6824770
67038 25 0x00E4001D 14942237
67039 25 0x004C3759 4994905
67040 25 0x001F1FDD 2039773
67041 25 0x004F245D 5186653
67042 25 0x00FB86EA 16484074
67043 25 0x004E261A 5121562
67044 25 0x00062DF4 404980
67045 25 0x001FF5D0 2094544
67046 25 0x004F245A 5186650
67047 25 0x00065E25 417317
67048 25 0x00201368 2102120
67049 25 0x0065BF7A 6668154
67050 25 0x001F0435 2032693
67051 25 0x0005D8D2 383186
67052 25 0x00061D4A 400714
67053 25 0x001DA7B2 1943474
67054 25 0x0067B014 6795284
67055 25 0x00AFC988 11520392
67056 25 0x0069082A 6883370
67057 25 0x005020A8 5251240
67058 25 0x001DFAC8 1964744
67059 25 0x001E97B4 2004916
67060 25 0x003672F2 3568370
67061 25 0x001D58E2 1923298
67062 25 0x004FE88A 5236874
67063 25 0x000691E1 430561
67064 25 0x0096637A 9855866
67065 25 0x00988AB9 9996985
67066 25 0x003832E5 3683045
67067 25 0x00377DC2 3636674
67068 25 0x0035A562 3515746
67069 25 0x00E4A721 14984993
67070 25 0x00F8E2B1 16310961
67071 25 0x0094BB7D 9747325
67072 25 0x0099FAE5 10091237
67073 25 0x001E4821 1984545
67074 25 0x006774D9 6780121
67075 25 0x001E0334 1966900
67076 25 0x0005ED8A 388490
67077 25 0x004DE319 5104409
67078 25 0x00066E15 421397
67079 25 0x00500140 5243200
67080 25 0x00062228 401960
67081 25 0x004F7B8A 5208970
67082 25 0x000663AA 418730
67083 25 0x00993881 10041473
67084 25 0x00365592 3560850
67085 25 0x001E60E5 1990885
67086 25 0x0064C9A0 6605216
67087 25 0x01124345 17974085
67088 25 0x001EE699 2025113
67089 25 0x003681FD 3572221
67090 25 0x004FC0CD 5226701
67091 25 0x0066EAD0 6744784
67092 25 0x001E796D 1997165
67093 25 0x00062255 402005
67094 25 0x0006150A 398602
67095 25 0x004EE2A9 5169833
67096 25 0x001E0832 1968178
67097 25 0x001E8942 2001218
67098 25 0x004F22C2 5186242
67099 25 0x003637D9 3553241
67100 25 0x018927A0 25765792
67101 25 0x00369F10 3579664
67102 25 0x00AF6225 11493925
67103 25 0x00988FC8 9998280
67104 25 0x001E34B1 1979569
67105 25 0x00369052 3575890
67106 25 0x00372479 3613817
67107 25 0x00065929 416041
67108 25 0x0005D8C9 383177
67109 25 0x00061432 398386
67110 25 0x00E05492 14701714
67111 25 0x001EB012 2011154
67112 25 0x00061415 398357
67113 25 0x001DE769 1959785
67114 25 0x00B11F0D 11607821
67115 25 0x0066D790 6739856
67116 25 0x00062C89 404617
67117 25 0x0097C60A 9946634
67118 25 0x00059F81 368513
67119 25 0x001E2A80 1976960
67120 25 0x0036CC35 3591221
67121 25 0x00979909 9935113
67122 25 0x001E17C5 1972165
67123 25 0x001E8331 1999665
67124 25 0x00DF3C99 14630041
67125 25 0x0036F7ED 3602413
67126 25 0x00985E40 9985600
67127 25 0x0036483D 3557437
67128 25 0x001DC3A9 1950633
67129 25 0x001E0D08 1969416
67130 25 0x0036E975 3598709
67131 25 0x00065429 414761
67132 25 0x00F8D2FA 16306938
67133 25 0x001F648D 2057357
67134 25 0x004DF7C4 5109700
67135 25 0x0005E808 387080
67136 25 0x00B092D5 11571925
67137 25 0x001DF569 1963369
67138 25 0x001E9C82 2006146
67139 25 0x001E0901 1968385
67140 25 0x001F18CD 2037965
67141 25 0x0097DE7D 9952893
67142 25 0x001DC9E4 1952228
67143 25 0x001D7A9D 1931933
67144 25 0x0173F3BA 24376250
67145 25 0x000654A0 414880
67146 25 0x001E0F09 1969929
67147 25 0x001EA601 2008577
67148 25 0x00F93134 16331060
67149 25 0x004D4275 5063285
67150 25 0x00368188 3572104
67151 25 0x004F2C82 5188738
67152 25 0x001E14E9 1971433
67153 25 0x00975E90 9920144
67154 25 0x004FD4D2 5231826
67155 25 0x00DF9E91 14655121
67156 25 0x001F402D 2048045
67157 25 0x004DD9AD 5101997
67158 25 0x00676622 6776354
67159 25 0x0005FB54 392020
67160 25 0x001E6112 1990930
67161 25 0x001E2F71 1978225
67162 25 0x004F67D2 5203922
67163 25 0x0005FADD 391901
67164 25 0x00360BB4 3541940
67165 25 0x001EAFE9 2011113
67166 25 0x004F67D5 5203925
67167 25 0x001DB514 1946900
67168 25 0x001E4E41 1986113
67169 25 0x001E6FB9 1994681
67170 25 0x001F0E19 2035225
67171 25 0x01115695 17913493
67172 25 0x001E4CE2 1985762
67173 25 0x001E3E20 1981984
67174 25 0x001EC431 2016305
67175 25 0x001DC3BA 1950650
67176 25 0x00063BAA 408490
67177 25 0x004F680A 5203978
67178 25 0x00E14604 14763524
67179 25 0x009629C5 9841093
67180 25 0x000613A2 398242
67181 25 0x00061DC1 400833
67182 25 0x0066B4B2 6730930
67183 25 0x004F9471 5215345
67184 25 0x004F09F9 5179897
67185 25 0x001ED261 2019937
67186 25 0x0065A704 6661892
67187 25 0x004FD995 5233045
67188 25 0x004F7804 5208068
67189 25 0x00F926D5 16328405
67190 25 0x0066B021 6729761
67191 25 0x0096B1E9 9875945
67192 25 0x001F3B3A 2046778
67193 25 0x001E51DD 1987037
67194 25 0x001E6A79 1993337
67195 25 0x00E17279 14774905
67196 25 0x004DE84D 5105741
67197 25 0x006870FD 6844669
67198 25 0x004DB7A5 5093285
67199 25 0x0067C400 6800384
67200 25 0x004E4F94 5132180
67201 25 0x004F8ABD 5212861
67202 25 0x001EC391 2016145
67203 25 0x003637E2 3553250
67204 25 0x00B1712D 11628845
67205 25 0x001E5712 1988370
67206 25 0x001DEFA4 1961892
67207 25 0x001E091D 1968413
67208 25 0x00061DDA 400858
67209 25 0x0066ECD4 6745300
67210 25 0x0126DF94 19324820
67211 25 0x0036EA11 3598865
67212 25 0x00065E9D 417437
67213 25 0x004E71D9 5140953
67214 25 0x0006135A 398170
67215 25 0x0098143A 9966650
67216 25 0x00363842 3553346
67217 25 0x00687112 6844690
67218 25 0x00661C8D 6691981
67219 25 0x00367325 3568421
67220 25 0x001EB9C5 2013637
67221 25 0x004ED8A0 5167264
67222 25 0x001D8468 1934440
67223 25 0x00E1B2E9 14791401
67224 25 0x00062C74 404596
67225 25 0x001DEB22 1960738
67226 25 0x004FCFC4 5230532
67227 25 0x00DFD521 14669089
67228 25 0x0037422A 3621418
67229 25 0x0005E75D 386909
67230 25 0x00063B02 408322
67231 25 0x004FE3B1 5235633
67232 25 0x00678DCA 6786506
67233 25 0x00672601 6759937
67234 25 0x00065E24 417316
67235 25 0x004F0055 5177429
67236 25 0x0005FFAD 393133
67237 25 0x00060992 395666
67238 25 0x001EEB52 2026322
67239 25 0x0067B041 6795329
67240 25 0x004FB250 5222992
67241 25 0x00B08A4D 11569741
67242 25 0x01299009 19501065
67243 25 0x001EE1DA 2023898
67244 25 0x004F8074 5210228
67245 25 0x001EAAB9 2009785
67246 25 0x001EEBC1 2026433
67247 25 0x001DBEC1 1949377
67248 25 0x00062C11 404497
67249 25 0x00669C39 6724665
67250 25 0x0097056D 9897325
67251 25 0x00E045F5 14697973
67252 25 0x0066F4A4 6747300
67253 25 0x000613A2 398242
67254 25 0x010F8CFD 17796349
67255 25 0x004EC9EA 5163498
67256 25 0x00B02B44 11545412
67257 25 0x001E8339 1999673
67258 25 0x001E0355 1966933
67259 25 0x00060E65 396901
67260 25 0x0036E9F2 3598834
67261 25 0x001EA18D 2007437
67262 25 0x001EAFAA 2011050
67263 25 0x0067BF92 6799250
67264 25 0x0050C445 5293125
67265 25 0x00069DE8 433640
67266 25 0x00669E92 6725266
67267 25 0x00063A04 408068
67268 25 0x0065DCDD 6675677
67269 25 0x009B69AA 10185130
67270 25 0x00373BE5 3619813
67271 25 0x00059F72 368498
67272 25 0x004F1375 5182325
67273 25 0x004F70A1 5206177
67274 25 0x0006CF29 446249
67275 25 0x004EB1F5 5157365
67276 25 0x00669475 6722677
67277 25 0x004E1415 5116949
67278 25 0x00500140 5243200
67279 25 0x001EF66D 2029165
67280 25 0x0036390D 3553549
67281 25 0x0005E8FD 387325
67282 25 0x0006CFD4 446420
67283 25 0x02079562 34051426
67284 25 0x00AC2C9A 11283610
67285 25 0x00064064 409700
67286 25 0x0006021A 393754
67287 25 0x0065DCDA 6675674
67288 25 0x004FF7E4 5240804
67289 25 0x004F0BA4 5180324
67290 25 0x001EF3B5 2028469
67291 25 0x00977240 9925184
67292 25 0x009840CD 9978061
67293 25 0x00993FD1 10043345
67294 25 0x000627C8 403400
67295 25 0x001DF482 1963138
67296 25 0x001E0DA9 1969577
67297 25 0x000587BD 362429
67298 25 0x0113F185 18084229
67299 25 0x00058C6D 363629
67300 25 0x001E3E20 1981984
67301 25 0x0005CA44 379460
67302 25 0x0066E135 6742325
67303 25 0x0067F53D 6812989
67304 25 0x004F546D 5198957
67305 25 0x00B281FD 11698685
67306 25 0x00378FA0 3641248
67307 25 0x001DEAD5 1960661
67308 25 0x00386DB2 3698098
67309 25 0x00DD7E0A 14515722
67310 25 0x001EC4BD 2016445
67311 25 0x0005FD04 392452
67312 25 0x00359654 3511892
67313 25 0x00506991 5269905
67314 25 0x00663A00 6699520
67315 25 0x004FDE8A 5234314
67316 25 0x00061DDA 400858
67317 25 0x004E7152 5140818
67318 25 0x001E56CA 1988298
67319 25 0x0006360D 407053
67320 25 0x00674464 6767716
67321 25 0x00990B81 10029953
67322 25 0x00059A8D 367245
67323 25 0x0067EB84 6810500
67324 25 0x009672F1 9859825
67325 25 0x006704E1 6751457
67326 25 0x006875F9 6845945
67327 25 0x00062EE9 405225
67328 25 0x001D894D 1935693
67329 25 0x004F27D0 5187536
67330 25 0x0064EE14 6614548
67331 25 0x011331E5 18035173
67332 25 0x00E051E8 14701032
67333 25 0x00062CF1 404721
67334 25 0x001E1720 1972000
67335 25 0x00062C19 404505
67336 25 0x0005C5C2 378306
67337 25 0x0035A562 3515746
67338 25 0x004EF648 5174856
67339 25 0x00061D95 400789
67340 25 0x00366401 3564545
67341 25 0x003724BA 3613882
67342 25 0x011182D9 17924825
67343 25 0x0037246D 3613805
67344 25 0x0005FAE8 391912
67345 25 0x0097ECCA 9956554
67346 25 0x00E12402 14754818
67347 25 0x0005E768 386920
67348 25 0x004E67CD 5138381
67349 25 0x0067B4FD 6796541
67350 25 0x0005DDF4 384500
67351 25 0x001D8932 1935666
67352 25 0x004F3B4D 5192525
67353 25 0x00978A51 9931345
67354 25 0x001E56D2 1988306
67355 25 0x001E51D4 1987028
67356 25 0x001E1BB9 1973177
67357 25 0x001DDC40 1956928
67358 25 0x00AEE7B5 11462581
67359 25 0x0098A862 10004578
67360 25 0x004F4F50 5197648
67361 25 0x009676FA 9860858
67362 25 0x001E7940 1997120
67363 25 0x00061391 398225
67364 25 0x00AED7DD 11458525
67365 25 0x001F7722 2062114
67366 25 0x004F5941 5200193
67367 25 0x001E9272 2003570
67368 25 0x00B1E810 11659280
67369 25 0x001EC391 2016145
67370 25 0x001D9332 1938226
67371 25 0x00516835 5335093
67372 25 0x00651A5A 6625882
67373 25 0x001EA7DD 2009053
67374 25 0x004ED8B5 5167285
67375 25 0x00063B32 408370
67376 25 0x00E2E062 14868578
67377 25 0x001D931D 1938205
67378 25 0x001E51CD 1987021
67379 25 0x001EBE88 2014856
67380 25 0x0035B439 3519545
67381 25 0x0005CF75 380789
67382 25 0x00983710 9975568
67383 25 0x0035B3A0 3519392
67384 25 0x006652FA 6705914
67385 25 0x0097683D 9922621
67386 25 0x001F0E64 2035300
67387 25 0x00678392 6783890
67388 25 0x004E7640 5142080
67389 25 0x001ED77A 2021242
67390 25 0x00AFA1C8 11510216
67391 25 0x0005B720 374560
67392 25 0x00B11355 11604821
67393 25 0x001D92EA 1938154
67394 25 0x009728E9 9906409
67395 25 0x0005FAC5 391877
67396 25 0x0036907A 3575930
67397 25 0x0067A6ED 6792941
67398 25 0x0005C5A2 378274
67399 25 0x001EDC55 2022485
67400 25 0x001E5BC9 1989577
67401 25 0x0094C434 9749556
67402 25 0x0037D735 3659573
67403 25 0x001E47F9 1984505
67404 25 0x0066700A 6713354
67405 25 0x00659384 6656900
67406 25 0x00B09D32 11574578
67407 25 0x001EE149 2023753
67408 25 0x001E7452 1995858
67409 25 0x0005E2A9 385705
67410 25 0x0141048D 21038221
67411 25 0x001E0335 1966901
67412 25 0x00675241 6771265
67413 25 0x001DE131 1958193
67414 25 0x0036E921 3598625
67415 25 0x0006135A 398170
67416 25 0x0097B1A5 9941413
67417 25 0x001EA5CA 2008522
67418 25 0x00061859 399449
67419 25 0x00375179 3625337
67420 25 0x001E34A8 1979560
67421 25 0x004E368A 5125770
67422 25 0x00AFAB2D 11512621
67423 25 0x0036AF42 3583810
67424 25 0x001EB4B5 2012341
67425 25 0x00360C1D 3542045
67426 25 0x009745B2 9913778
67427 25 0x00063B02 408322
67428 25 0x001E8331 1999665
67429 25 0x001E9222 2003490
67430 25 0x001E6A72 1993330
67431 25 0x00E0902D 14716973
67432 25 0x018E4D15 26103061
67433 25 0x0005F6C2 390850
67434 25 0x0005F852 391250
67435 25 0x001F86B9 2066105
67436 25 0x00B0B684 11581060
67437 25 0x00680419 6816793
67438 25 0x004E9BA5 5151653
67439 25 0x0050124A 5247562
67440 25 0x004F0581 5178753
67441 25 0x009607A4 9832356
67442 25 0x00518628 5342760
67443 25 0x00061DF5 400885
67444 25 0x00063112 405778
67445 25 0x001DC915 1952021
67446 25 0x00B1C065 11649125
67447 25 0x001E0394 1966996
67448 25 0x00369FD4 3579860
67449 25 0x003724E2 3613922
67450 25 0x00671C08 6757384
67451 25 0x0005E8FD 387325
67452 25 0x0036AF69 3583849
67453 25 0x009780B2 9928882
67454 25 0x0065B0D1 6664401
67455 25 0x004D77A4 5076900
67456 25 0x00B1FC80 11664512
67457 25 0x004E1490 5117072
67458 25 0x00065E2D 417325
67459 25 0x00979901 9935105
67460 25 0x001E65C4 1992132
67461 25 0x0005D424 381988
67462 25 0x001E3614 1979924
67463 25 0x004E9DED 5152237
67464 25 0x0005D91D 383261
67465 25 0x00F775B5 16217525
67466 25 0x004F2C7A 5188730
67467 25 0x0112436D 17974125
67468 25 0x0065FFD1 6684625
67469 25 0x0005E74D 386893
67470 25 0x00062224 401956
67471 25 0x00679751 6788945
67472 25 0x001E51DD 1987037
67473 25 0x0036BCA8 3587240
67474 25 0x004F9444 5215300
67475 25 0x001EA0DD 2007261
67476 25 0x00988FA8 9998248
67477 25 0x00985E91 9985681
67478 25 0x00681310 6820624
67479 25 0x004F5DDA 5201370
67480 25 0x001E25BD 1975741
67481 25 0x00F9898D 16353677
67482 25 0x0005F5EA 390634
67483 25 0x006734F2 6763762
67484 25 0x001EBA3A 2013754
67485 25 0x001EB9DA 2013658
67486 25 0x004F53FD 5198845
67487 25 0x004F8A90 5212816
