# n,sidx,vpops_in_interval,rtl_period,locked
0,197575,49351,0,0
1,247031,12364,16383,0
2,296363,12333,12364,0
3,345695,12333,12333,0
4,395027,12333,12333,0
5,444359,12333,12333,0
6,493691,12333,12333,0
7,543023,12333,12333,0
8,592355,12333,12333,1
9,641687,12333,12333,1
10,691019,12333,12333,1
11,740347,12332,12333,1
12,789675,12332,12332,1
13,839003,12332,12332,1
14,888331,12332,12332,1
15,937659,12332,12332,1
16,986987,12332,12332,1
17,1036315,12332,12332,1
18,1085647,12333,12332,1
19,1134979,12333,12333,1
20,1184311,12333,12333,1
21,1233643,12333,12333,1
22,1282975,12333,12333,1
23,1332307,12333,12333,1
24,1381639,12333,12333,1
25,1430971,12333,12333,1
26,1480303,12333,12333,1
27,1529635,12333,12333,1
28,1578967,12333,12333,1
29,1628299,12333,12333,1
30,1677631,12333,12333,1
31,1726963,12333,12333,1
32,1776295,12333,12333,1
33,1825627,12333,12333,1
34,1874959,12333,12333,1
35,1924291,12333,12333,1
36,1973623,12333,12333,1
37,2022955,12333,12333,1
38,2072287,12333,12333,1
39,2121619,12333,12333,1
40,2170951,12333,12333,1
41,2220283,12333,12333,1
42,2269615,12333,12333,1
43,2318947,12333,12333,1
44,2368279,12333,12333,1
45,2417611,12333,12333,1
46,2466943,12333,12333,1
47,2516275,12333,12333,1
48,2565607,12333,12333,1
49,2614939,12333,12333,1
50,2664271,12333,12333,1
51,2713603,12333,12333,1
52,2762935,12333,12333,1
53,2812267,12333,12333,1
54,2861599,12333,12333,1
55,2910931,12333,12333,1
56,2960263,12333,12333,1
57,3009595,12333,12333,1
58,3058927,12333,12333,1
59,3108259,12333,12333,1
60,3157591,12333,12333,1
61,3206923,12333,12333,1
62,3256255,12333,12333,1
63,3305587,12333,12333,1
64,3354919,12333,12333,1
65,3404251,12333,12333,1
66,3453583,12333,12333,1
67,3502915,12333,12333,1
68,3552247,12333,12333,1
69,3601579,12333,12333,1
70,3650911,12333,12333,1
71,3700243,12333,12333,1
72,3749575,12333,12333,1
73,3798907,12333,12333,1
74,3848239,12333,12333,1
75,3897571,12333,12333,1
76,3946903,12333,12333,1
77,3996235,12333,12333,1
78,4045567,12333,12333,1
79,4094899,12333,12333,1
80,4144231,12333,12333,1
81,4193563,12333,12333,1
82,4242895,12333,12333,1
83,4292227,12333,12333,1
84,4341559,12333,12333,1
85,4390891,12333,12333,1
86,4440223,12333,12333,1
87,4489555,12333,12333,1
88,4538887,12333,12333,1
89,4588219,12333,12333,1
90,4637551,12333,12333,1
91,4686883,12333,12333,1
92,4736215,12333,12333,1
93,4785547,12333,12333,1
94,4834879,12333,12333,1
95,4884211,12333,12333,1
96,4933543,12333,12333,1
97,4982875,12333,12333,1
98,5032207,12333,12333,1
99,5081539,12333,12333,1
100,5130871,12333,12333,1
101,5180203,12333,12333,1
102,5229535,12333,12333,1
103,5278867,12333,12333,1
104,5328199,12333,12333,1
105,5377531,12333,12333,1
106,5426863,12333,12333,1
107,5476195,12333,12333,1
108,5525527,12333,12333,1
109,5574859,12333,12333,1
110,5624191,12333,12333,1
111,5673523,12333,12333,1
112,5722855,12333,12333,1
113,5772187,12333,12333,1
114,5821519,12333,12333,1
115,5870851,12333,12333,1
116,5920183,12333,12333,1
117,5969515,12333,12333,1
118,6018847,12333,12333,1
119,6068179,12333,12333,1
120,6117511,12333,12333,1
121,6166843,12333,12333,1
122,6216175,12333,12333,1
123,6265507,12333,12333,1
124,6314839,12333,12333,1
125,6364171,12333,12333,1
126,6413503,12333,12333,1
127,6462835,12333,12333,1
128,6512167,12333,12333,1
129,6561499,12333,12333,1
130,6610831,12333,12333,1
131,6660163,12332,12333,1
132,6709499,12334,12332,1
133,6758831,12333,12334,1
134,6857495,24666,12333,1
135,6906827,12333,16383,1
136,6956159,12333,12333,1
137,7005491,12333,12333,1
138,7054823,12332,12333,1
139,7104159,12334,12332,1
140,7153491,12333,12334,1
141,7202823,12333,12333,1
142,7252155,12333,12333,1
143,7301487,12333,12333,1
144,7350819,12333,12333,1
145,7400151,12333,12333,1
146,7449483,12333,12333,1
147,7498815,12332,12333,1
148,7548151,12334,12332,1
149,7597483,12333,12334,1
150,7646815,12333,12333,1
151,7696147,12333,12333,1
152,7745479,12333,12333,1
153,7794811,12333,12333,1
154,7844143,12333,12333,1
155,7893475,12332,12333,1
156,7942811,12334,12332,1
157,7992143,12333,12334,1
158,8041475,12333,12333,1
159,8090807,12333,12333,1
160,8140139,12333,12333,1
161,8189471,12333,12333,1
162,8238803,12333,12333,1
163,8288135,12332,12333,1
164,8337471,12334,12332,1
165,8386803,12333,12334,1
166,8436135,12333,12333,1
